product_id,category,brand,Region,City,Store_Preference,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason
FB000023,Accessories,Zara,West,Nagpur,Outlet,Fall,L,Black,2525.3,30.6,1752.56,2025-02-26,224,3.3,True,Size Issue
FB000024,Outerwear,Zara,West,Pune,Flagship,Fall,XL,Black,1514.62,28.4,1084.47,2025-09-09,372,3.7,False,
FB000025,Tops,Uniqlo,South,Chennai,Boutique,Winter,XL,White,2744.06,25.5,2044.32,2025-01-02,141,2.1,True,Damaged
FB000026,Accessories,Nike,North,Kanpur,Boutique,Fall,XS,Brown,2282.02,4.1,2188.46,2025-03-13,311,4.2,True,Color Mismatch
FB000027,Tops,Puma,West,Ahmedabad,Outlet,Spring,S,Pink,1131.23,39.6,683.26,2025-06-01,36,2.1,True,Size Issue
FB000028,Accessories,Levis,South,Bangalore,Outlet,Summer,XL,Black,2057.25,42.7,1178.8,2025-01-03,436,3.8,False,
FB000029,Outerwear,H&M,West,Surat,Flagship,Spring,L,Brown,2082.32,12.9,1813.7,2025-07-31,150,3.9,False,
FB000030,Outerwear,Uniqlo,South,Chennai,Flagship,Winter,L,Black,1201.34,24.4,908.21,2025-01-23,482,3.2,True,Size Issue
FB000031,Tops,Puma,South,Bangalore,Outlet,Winter,L,Grey,1650.86,43.8,927.78,2025-11-26,106,3.3,True,Color Mismatch
FB000032,Accessories,Nike,South,Bangalore,Outlet,Winter,M,Brown,602.98,46.0,325.61,2025-09-21,296,2.3,False,
FB000033,Outerwear,Zara,West,Pune,Flagship,Spring,S,Blue,2172.24,9.6,1963.7,2025-04-28,462,3.5,False,
FB000034,Bottoms,Adidas,West,Pune,Boutique,Summer,XS,Blue,790.34,17.9,648.87,2025-09-14,297,3.7,False,
FB000035,Outerwear,FabIndia,West,Pune,Flagship,Fall,L,White,1131.25,9.6,1022.65,2025-07-02,98,2.1,False,
FB000036,Accessories,Zara,Central,Indore,Boutique,Winter,XS,White,2774.27,25.5,2066.83,2025-08-07,491,4.8,True,Damaged
FB000037,Tops,Nike,Central,Indore,Boutique,Spring,XL,Pink,2623.43,4.6,2502.75,2025-01-01,58,3.0,False,
FB000038,Dresses,Levis,East,Kolkata,Flagship,Winter,S,Green,2143.3,12.6,1873.24,2025-01-24,156,4.0,True,Color Mismatch
FB000039,Outerwear,H&M,East,Kolkata,Flagship,Summer,XL,Brown,1025.1,38.4,631.46,2025-11-02,39,4.9,False,
FB000040,Accessories,Uniqlo,North,Lucknow,Boutique,Summer,M,Pink,2608.71,29.6,1836.53,2025-10-10,78,3.6,False,
FB000041,Tops,Uniqlo,West,Pune,Boutique,Winter,M,Blue,2537.01,17.9,2082.89,2025-07-29,151,3.2,True,Late Delivery
FB000042,Tops,Uniqlo,Central,Indore,Boutique,Winter,M,Green,1093.01,18.1,895.18,2025-11-15,235,3.3,True,
FB000043,Accessories,Puma,Central,Indore,Boutique,Fall,L,Brown,720.42,25.4,537.43,2025-03-31,222,3.2,True,Color Mismatch
FB000044,Shoes,Allen Solly,North,Kanpur,Boutique,Winter,L,White,1632.78,4.9,1552.77,2025-07-20,84,2.9,True,Color Mismatch
FB000045,Shoes,FabIndia,East,Kolkata,Boutique,Fall,M,Brown,2092.22,14.9,1780.48,2025-05-28,388,3.2,True,Damaged
FB000046,Tops,Uniqlo,North,Kanpur,Outlet,Summer,M,Grey,2364.6,42.7,1354.92,2025-07-20,364,2.7,False,
FB000047,Bottoms,Allen Solly,South,Chennai,Boutique,Winter,XL,Grey,2663.86,1.2,2631.89,2025-02-16,343,2.6,False,
FB000048,Dresses,Levis,West,Pune,Flagship,Summer,S,Blue,1093.4,7.0,1016.86,2025-12-25,237,2.2,True,Color Mismatch
FB000049,Shoes,H&M,West,Ahmedabad,Outlet,Summer,S,Pink,1275.54,32.5,860.99,2025-10-12,124,2.7,False,
FB000050,Tops,Allen Solly,West,Nagpur,Boutique,Winter,XL,Green,2436.31,24.2,1846.72,2025-03-25,93,3.5,False,
FB000051,Tops,Adidas,North,Lucknow,Boutique,Spring,S,White,1952.36,15.1,1657.55,2025-11-10,476,2.3,True,Late Delivery
FB000052,Bottoms,H&M,West,Mumbai,Outlet,Winter,S,Blue,2603.82,43.6,1468.55,2025-03-23,41,5.0,False,
FB000053,Bottoms,Uniqlo,West,Nagpur,Outlet,Summer,M,Brown,850.84,46.5,455.2,2025-01-02,354,4.0,True,Size Issue
FB000054,Bottoms,Zara,East,Kolkata,Outlet,Fall,XL,Red,1521.01,42.3,877.62,2025-09-07,118,2.7,True,Size Issue
FB000055,Dresses,H&M,South,Bangalore,Flagship,Fall,XL,Red,817.29,0.6,812.39,2025-03-01,418,2.7,False,
FB000056,Bottoms,Puma,Central,Indore,Boutique,Spring,XS,Grey,1268.63,1.0,1255.94,2025-08-21,368,2.5,True,Color Mismatch
FB000057,Tops,Adidas,East,Kolkata,Boutique,Winter,M,Red,678.75,26.9,496.17,2025-07-18,486,3.9,False,
FB000058,Outerwear,Levis,North,Lucknow,Flagship,Fall,XS,Pink,1613.62,0.6,1603.94,2025-03-01,358,3.4,True,Late Delivery
FB000059,Accessories,H&M,Central,Indore,Boutique,Summer,XS,Pink,2530.92,13.7,2184.18,2025-04-08,22,2.9,True,Size Issue
FB000060,Dresses,Uniqlo,Central,Indore,Flagship,Winter,L,Green,1329.02,30.5,923.67,2025-04-16,275,2.5,True,Late Delivery
FB000061,Tops,Zara,Central,Indore,Boutique,Winter,XL,White,1788.18,18.4,1459.15,2025-02-07,112,3.5,False,
FB000062,Outerwear,Adidas,Central,Indore,Flagship,Summer,L,Black,1139.5,7.0,1059.73,2025-01-21,423,2.1,False,
FB000063,Accessories,H&M,South,Hyderabad,Outlet,Winter,M,Pink,1974.17,41.0,1164.76,2025-03-14,349,2.8,False,
FB000064,Tops,Nike,South,Chennai,Boutique,Winter,XS,Green,654.32,16.2,548.32,2025-10-26,307,2.2,True,Color Mismatch
FB000065,Shoes,FabIndia,West,Pune,Boutique,Winter,M,Pink,1178.95,18.9,956.13,2025-11-12,384,2.4,True,
FB000066,Bottoms,Levis,South,Hyderabad,Outlet,Fall,L,White,1462.81,39.2,889.39,2025-10-27,42,4.7,False,
FB000067,Tops,H&M,West,Mumbai,Boutique,Summer,M,Blue,842.61,9.0,766.78,2025-01-16,338,3.7,True,Color Mismatch
FB000068,Outerwear,Adidas,West,Mumbai,Flagship,Winter,S,Blue,2059.82,43.0,1174.1,2025-10-31,170,2.2,True,Color Mismatch
FB000069,Tops,Zara,Central,Indore,Boutique,Spring,M,Red,831.79,9.6,751.94,2025-01-01,149,2.1,False,
FB000070,Bottoms,Nike,East,Kolkata,Outlet,Spring,XS,Red,1323.96,30.4,921.48,2025-01-27,364,3.6,True,Color Mismatch
FB000071,Accessories,Zara,South,Bangalore,Boutique,Fall,XS,Black,1089.32,22.8,840.96,2025-09-18,19,3.6,True,
FB000072,Tops,Zara,South,Bangalore,Boutique,Fall,S,Red,1495.08,1.9,1466.67,2025-08-20,210,4.9,True,Color Mismatch
FB000073,Tops,Nike,South,Hyderabad,Boutique,Fall,S,Green,1352.74,1.6,1331.1,2025-11-27,351,2.4,True,Size Issue
FB000074,Bottoms,H&M,Central,Indore,Boutique,Winter,XL,Green,1742.04,12.6,1522.54,2025-09-21,348,2.7,True,Damaged
FB000075,Dresses,H&M,East,Kolkata,Flagship,Spring,XS,Pink,1147.95,23.8,874.74,2025-11-26,446,3.4,True,Damaged
FB000076,Bottoms,Nike,West,Pune,Boutique,Winter,L,Black,1209.11,11.3,1072.48,2025-04-07,383,2.2,True,
FB000077,Bottoms,Nike,West,Nagpur,Boutique,Fall,M,White,2682.43,25.9,1987.68,2025-10-12,249,3.8,True,
FB000078,Dresses,Puma,Central,Indore,Flagship,Spring,XL,White,1589.53,6.0,1494.16,2025-12-14,248,2.7,False,
FB000079,Outerwear,Allen Solly,North,Jaipur,Flagship,Fall,M,Grey,2280.71,47.8,1190.53,2025-09-02,220,4.4,False,
FB000080,Tops,Nike,Central,Indore,Outlet,Spring,XS,White,1256.95,48.9,642.3,2025-09-24,315,4.5,False,
FB000081,Outerwear,Uniqlo,North,Lucknow,Flagship,Summer,XS,Blue,2732.92,44.7,1511.3,2025-08-25,480,4.3,True,Late Delivery
FB000082,Outerwear,Levis,North,Kanpur,Flagship,Summer,XL,Black,2020.09,10.8,1801.92,2025-07-07,162,2.7,False,
FB000083,Tops,Levis,Central,Indore,Boutique,Winter,XS,Green,552.13,21.5,433.42,2025-11-05,490,3.9,True,
FB000084,Bottoms,Puma,Central,Indore,Boutique,Winter,S,Green,831.58,27.0,607.05,2025-07-31,414,2.6,False,
FB000085,Dresses,Zara,North,Lucknow,Flagship,Fall,XS,Pink,2080.69,24.1,1579.24,2025-09-25,123,4.2,True,
FB000086,Tops,H&M,South,Bangalore,Outlet,Fall,XL,Grey,1796.43,46.5,961.09,2025-03-30,313,3.1,False,
FB000087,Tops,Allen Solly,West,Surat,Boutique,Fall,XL,Grey,2767.43,15.7,2332.94,2025-12-07,360,2.3,True,Color Mismatch
FB000088,Outerwear,Adidas,Central,Indore,Flagship,Summer,M,Pink,2006.48,24.7,1510.88,2025-12-02,299,4.1,False,
FB000089,Bottoms,Adidas,West,Pune,Boutique,Spring,M,Green,2093.87,6.2,1964.05,2025-11-22,456,4.0,True,Damaged
FB000090,Accessories,Uniqlo,West,Surat,Outlet,Spring,S,White,849.09,35.5,547.66,2025-03-06,28,2.6,True,Damaged
FB000091,Outerwear,Allen Solly,West,Nagpur,Flagship,Winter,XS,Grey,1789.95,44.0,1002.37,2025-09-16,198,3.7,False,
FB000092,Tops,Nike,North,Jaipur,Boutique,Summer,M,Green,560.48,27.6,405.79,2025-10-17,113,4.6,False,
FB000093,Bottoms,Nike,North,Lucknow,Boutique,Winter,XL,Blue,555.16,6.2,520.74,2025-02-25,241,3.4,True,Damaged
FB000094,Accessories,Puma,North,Kanpur,Outlet,Spring,S,Brown,1701.41,37.6,1061.68,2025-04-09,372,3.3,True,
FB000095,Bottoms,Adidas,West,Mumbai,Boutique,Summer,L,Grey,1574.85,27.1,1148.07,2025-08-10,87,2.7,True,Size Issue
FB000096,Tops,Allen Solly,South,Hyderabad,Boutique,Summer,XL,Red,1000.59,9.4,906.53,2025-01-07,39,4.4,False,
FB000097,Bottoms,H&M,South,Hyderabad,Boutique,Winter,L,Brown,1187.43,5.4,1123.31,2025-11-02,385,4.2,True,Size Issue
FB000098,Tops,Levis,South,Bangalore,Outlet,Winter,M,Black,1376.54,34.7,898.88,2025-02-11,33,2.8,False,
FB000099,Bottoms,Puma,North,Jaipur,Outlet,Fall,L,Pink,1537.7,30.6,1067.16,2025-05-08,111,3.1,False,
FB000100,Bottoms,FabIndia,North,Jaipur,Boutique,Fall,L,Black,1309.2,12.0,1152.1,2025-10-09,380,3.2,True,Size Issue
FB000101,Tops,H&M,South,Bangalore,Outlet,Winter,L,Green,1252.24,44.4,696.25,2025-06-18,421,4.8,True,
FB000102,Accessories,FabIndia,West,Ahmedabad,Outlet,Winter,M,Grey,530.52,46.1,285.95,2025-08-11,340,4.6,True,Size Issue
FB000103,Tops,Zara,North,Jaipur,Boutique,Winter,L,Brown,1230.92,14.7,1049.97,2025-06-21,111,3.4,False,
FB000104,Dresses,FabIndia,North,Lucknow,Flagship,Summer,XS,Pink,2628.2,28.7,1873.91,2025-09-18,241,2.4,False,
FB000105,Shoes,Puma,Central,Indore,Outlet,Winter,L,White,2911.45,33.9,1924.47,2025-11-29,190,3.2,True,Late Delivery
FB000106,Accessories,H&M,North,Lucknow,Boutique,Summer,L,Grey,834.26,3.6,804.23,2025-03-23,383,2.9,True,Color Mismatch
FB000107,Bottoms,Puma,West,Nagpur,Outlet,Spring,XS,Pink,1312.68,35.2,850.62,2025-04-08,331,3.6,False,
FB000108,Accessories,FabIndia,Central,Indore,Boutique,Summer,XS,White,658.88,20.0,527.1,2025-11-18,36,2.8,True,Late Delivery
FB000109,Dresses,Levis,East,Kolkata,Flagship,Fall,M,Grey,718.76,12.3,630.35,2025-01-18,96,3.9,True,Damaged
FB000110,Tops,Allen Solly,Central,Indore,Boutique,Summer,XL,Green,2262.34,9.2,2054.2,2025-06-14,61,3.9,False,
FB000111,Bottoms,Zara,East,Kolkata,Outlet,Fall,XS,Green,985.58,36.1,629.79,2025-07-13,111,3.8,False,
FB000112,Bottoms,Adidas,East,Kolkata,Boutique,Winter,M,Pink,2161.63,1.0,2140.01,2025-12-04,239,4.7,True,
FB000113,Dresses,Levis,South,Hyderabad,Flagship,Spring,M,Green,1110.45,8.4,1017.17,2025-12-01,367,2.5,True,Damaged
FB000114,Shoes,Uniqlo,South,Bangalore,Boutique,Fall,XL,Blue,2953.19,16.9,2454.1,2025-10-27,194,2.9,True,Damaged
FB000115,Dresses,Uniqlo,Central,Indore,Flagship,Spring,XL,Black,1913.13,44.9,1054.13,2025-08-04,335,4.1,True,Late Delivery
FB000116,Tops,Allen Solly,Central,Indore,Outlet,Winter,L,Red,2234.58,48.2,1157.51,2025-11-06,209,4.9,True,Color Mismatch
FB000117,Tops,H&M,Central,Indore,Outlet,Fall,S,Blue,2279.65,46.2,1226.45,2025-09-02,196,2.7,True,
FB000118,Bottoms,FabIndia,South,Chennai,Boutique,Fall,M,Pink,2572.35,12.0,2263.67,2025-06-03,158,2.9,False,
FB000119,Dresses,Allen Solly,Central,Indore,Flagship,Summer,S,Green,1006.8,36.2,642.34,2025-09-20,154,4.5,False,
FB000120,Accessories,FabIndia,West,Surat,Boutique,Winter,XL,Pink,2583.98,7.3,2395.35,2025-06-26,219,4.6,True,Size Issue
FB000121,Accessories,H&M,Central,Indore,Boutique,Fall,XL,Green,2078.2,25.3,1552.42,2025-10-13,285,5.0,True,Color Mismatch
FB000122,Accessories,Levis,Central,Indore,Boutique,Summer,L,Pink,1186.81,6.6,1108.48,2025-08-07,332,3.9,True,Size Issue
FB000123,Bottoms,Puma,West,Nagpur,Outlet,Spring,XS,Black,2409.0,38.0,1493.58,2025-01-26,321,4.2,True,Damaged
FB000124,Shoes,FabIndia,East,Kolkata,Boutique,Spring,L,Pink,2676.1,28.6,1910.74,2025-05-23,116,3.8,True,Color Mismatch
FB000125,Accessories,Adidas,North,Lucknow,Boutique,Summer,S,Red,2885.71,29.8,2025.77,2025-03-27,225,3.8,True,
FB000126,Shoes,Puma,South,Chennai,Boutique,Winter,XL,White,2326.26,18.9,1886.6,2025-11-23,326,2.5,True,
FB000127,Tops,Puma,South,Hyderabad,Boutique,Summer,M,Grey,1665.4,12.4,1458.89,2025-04-20,25,2.5,False,
FB000128,Bottoms,Adidas,East,Kolkata,Boutique,Summer,L,Brown,2099.45,21.9,1639.67,2025-07-11,435,2.9,True,
FB000129,Shoes,FabIndia,Central,Indore,Outlet,Summer,S,Pink,2475.17,33.3,1650.94,2025-10-15,76,4.4,True,
FB000130,Outerwear,Puma,North,Kanpur,Flagship,Spring,S,Blue,2143.96,24.5,1618.69,2025-09-25,336,3.9,True,Late Delivery
FB000131,Accessories,Uniqlo,North,Kanpur,Outlet,Winter,S,Red,2292.2,37.5,1432.62,2025-06-29,490,2.7,False,
FB000132,Tops,Zara,East,Kolkata,Outlet,Fall,XS,Brown,1981.45,32.8,1331.53,2025-08-04,271,2.6,True,Size Issue
FB000133,Shoes,Nike,North,Delhi,Boutique,Fall,L,Brown,2058.77,1.1,2036.12,2025-08-27,83,4.9,False,
FB000134,Outerwear,Levis,Central,Indore,Flagship,Fall,M,Brown,932.81,30.7,646.44,2025-02-19,497,4.5,False,
FB000135,Accessories,Puma,West,Mumbai,Outlet,Fall,L,Blue,2426.89,48.7,1244.99,2025-01-16,105,4.1,True,
FB000136,Bottoms,Levis,East,Kolkata,Outlet,Fall,S,Grey,2151.17,36.8,1359.54,2025-01-24,372,2.1,False,
FB000137,Bottoms,H&M,West,Mumbai,Boutique,Spring,XS,Brown,2788.26,14.7,2378.39,2025-04-17,484,3.6,False,
FB000138,Tops,Adidas,West,Mumbai,Outlet,Summer,S,Grey,2883.17,38.2,1781.8,2025-12-11,169,2.2,True,Late Delivery
FB000139,Tops,Zara,North,Delhi,Boutique,Fall,XS,Brown,1880.22,21.7,1472.21,2025-07-23,162,2.8,False,
FB000140,Accessories,Adidas,South,Hyderabad,Outlet,Summer,L,Brown,1350.44,30.6,937.21,2025-02-22,252,2.3,True,
FB000141,Tops,Allen Solly,East,Kolkata,Boutique,Summer,S,Grey,1954.66,4.7,1862.79,2025-04-27,462,3.4,False,
FB000142,Bottoms,H&M,West,Mumbai,Boutique,Fall,XS,Pink,2984.27,29.6,2100.93,2025-05-07,223,2.6,True,Color Mismatch
FB000143,Accessories,Allen Solly,Central,Indore,Outlet,Winter,M,Grey,2674.45,47.8,1396.06,2025-06-08,449,3.0,True,Size Issue
FB000144,Bottoms,Adidas,Central,Indore,Boutique,Fall,XL,Red,1229.14,19.1,994.37,2025-02-01,372,2.6,True,Damaged
FB000145,Dresses,Adidas,South,Chennai,Flagship,Fall,M,Grey,2211.12,14.8,1883.87,2025-08-07,17,4.5,False,
FB000146,Dresses,FabIndia,Central,Indore,Flagship,Winter,XS,White,1774.57,43.6,1000.86,2025-02-08,190,3.1,True,Late Delivery
FB000147,Shoes,Puma,Central,Indore,Outlet,Fall,XL,Pink,779.67,34.2,513.02,2025-11-07,92,2.0,True,
FB000148,Shoes,Zara,Central,Indore,Boutique,Summer,M,Black,2398.74,7.5,2218.83,2025-01-06,337,2.8,True,Color Mismatch
FB000149,Tops,Allen Solly,West,Ahmedabad,Boutique,Spring,M,Grey,1144.31,5.9,1076.8,2025-02-08,313,3.6,True,Damaged
FB000150,Bottoms,FabIndia,Central,Indore,Outlet,Fall,L,Black,1534.11,38.0,951.15,2025-05-27,409,3.1,True,Color Mismatch
FB000151,Bottoms,H&M,East,Kolkata,Boutique,Winter,L,Pink,2180.99,9.0,1984.7,2025-08-02,356,4.8,True,Size Issue
FB000152,Bottoms,Uniqlo,West,Mumbai,Boutique,Fall,M,Green,2905.15,23.6,2219.53,2025-09-23,355,3.9,False,
FB000153,Outerwear,Allen Solly,North,Jaipur,Flagship,Spring,XS,Green,2793.33,33.6,1854.77,2025-07-09,252,3.1,True,Color Mismatch
FB000154,Bottoms,Uniqlo,East,Kolkata,Outlet,Winter,S,Brown,2200.75,44.8,1214.81,2025-07-31,441,4.2,False,
FB000155,Outerwear,H&M,West,Ahmedabad,Flagship,Winter,XS,Pink,1025.32,18.6,834.61,2025-01-01,404,4.0,False,
FB000156,Bottoms,Adidas,South,Bangalore,Outlet,Summer,XS,Brown,1006.45,41.3,590.79,2025-01-21,325,2.0,False,
FB000157,Dresses,FabIndia,Central,Indore,Flagship,Summer,M,Blue,515.02,1.2,508.84,2025-11-12,407,4.5,False,
FB000158,Outerwear,FabIndia,East,Kolkata,Flagship,Winter,M,Brown,1945.1,28.2,1396.58,2025-08-28,433,3.9,False,
FB000159,Tops,FabIndia,North,Kanpur,Boutique,Fall,L,Black,2745.61,28.6,1960.37,2025-10-23,117,4.3,False,
FB000160,Bottoms,Allen Solly,West,Surat,Boutique,Summer,M,Black,1651.67,18.7,1342.81,2025-02-02,38,2.1,True,Damaged
FB000161,Dresses,Allen Solly,Central,Indore,Flagship,Winter,M,White,962.13,11.2,854.37,2025-04-08,269,2.4,False,
FB000162,Bottoms,H&M,East,Kolkata,Boutique,Fall,S,Red,2102.09,14.8,1790.98,2025-01-24,315,2.9,False,
FB000163,Tops,Allen Solly,East,Kolkata,Boutique,Summer,XS,Green,1369.36,14.2,1174.91,2025-04-02,460,4.2,True,Color Mismatch
FB000164,Dresses,Adidas,East,Kolkata,Flagship,Spring,S,Pink,686.74,34.5,449.81,2025-11-28,490,3.6,True,Color Mismatch
FB000165,Outerwear,Allen Solly,East,Kolkata,Flagship,Summer,S,Brown,2079.38,42.8,1189.41,2025-08-19,271,2.8,True,Late Delivery
FB000166,Shoes,Allen Solly,West,Mumbai,Boutique,Spring,XS,Green,1775.04,20.5,1411.16,2025-10-08,362,2.9,True,
FB000167,Bottoms,Zara,North,Lucknow,Outlet,Spring,M,Green,1803.39,34.4,1183.02,2025-07-06,244,2.6,False,
FB000168,Shoes,Zara,East,Kolkata,Boutique,Winter,L,Red,2687.47,9.3,2437.54,2025-12-16,420,3.5,True,
FB000169,Outerwear,Zara,North,Lucknow,Flagship,Summer,XS,White,2872.9,30.8,1988.05,2025-02-26,348,3.4,False,
FB000170,Outerwear,Puma,West,Pune,Flagship,Winter,M,Brown,1154.82,9.2,1048.58,2025-09-18,421,3.8,False,
FB000171,Bottoms,Adidas,East,Kolkata,Outlet,Spring,L,Brown,1078.24,42.5,619.99,2025-05-10,401,4.4,True,Size Issue
FB000172,Shoes,Nike,South,Bangalore,Boutique,Summer,L,White,2209.81,2.5,2154.56,2025-09-09,278,3.7,False,
FB000173,Accessories,Adidas,West,Pune,Boutique,Fall,XL,White,2809.31,8.1,2581.76,2025-11-10,41,2.3,False,
FB000174,Accessories,Puma,North,Kanpur,Outlet,Fall,XL,Black,2540.25,44.5,1409.84,2025-05-03,380,2.9,False,
FB000175,Tops,Puma,South,Chennai,Boutique,Fall,S,White,918.2,3.5,886.06,2025-04-23,143,2.8,False,
FB000176,Tops,Adidas,East,Kolkata,Boutique,Fall,XL,Grey,1926.9,11.6,1703.38,2025-04-22,121,2.1,False,
FB000177,Tops,Uniqlo,West,Nagpur,Boutique,Winter,L,Pink,1909.98,29.9,1338.9,2025-12-09,219,3.2,True,
FB000178,Dresses,Levis,East,Kolkata,Flagship,Winter,L,Black,1769.74,37.6,1104.32,2025-10-17,219,3.7,False,
FB000179,Accessories,H&M,West,Nagpur,Outlet,Fall,XL,Grey,1673.88,43.8,940.72,2025-11-06,364,3.7,False,
FB000180,Outerwear,FabIndia,North,Lucknow,Flagship,Winter,S,Brown,2969.62,5.8,2797.38,2025-07-28,482,3.1,False,
FB000181,Outerwear,Puma,East,Kolkata,Flagship,Fall,S,Green,2417.7,33.4,1610.19,2025-06-29,203,4.1,False,
FB000182,Bottoms,Uniqlo,Central,Indore,Boutique,Summer,M,Red,2958.88,4.0,2840.52,2025-06-09,303,4.6,True,Color Mismatch
FB000183,Dresses,FabIndia,North,Delhi,Flagship,Spring,S,Red,2709.07,0.7,2690.11,2025-03-10,191,4.3,True,
FB000184,Shoes,Nike,East,Kolkata,Boutique,Summer,XS,Blue,1757.64,9.4,1592.42,2025-08-23,320,5.0,False,
FB000185,Bottoms,Puma,North,Kanpur,Boutique,Winter,S,White,2915.97,15.6,2461.08,2025-06-29,86,4.6,False,
FB000186,Dresses,Adidas,West,Mumbai,Flagship,Winter,XS,Brown,823.14,26.8,602.54,2025-01-10,27,3.5,False,
FB000187,Shoes,Uniqlo,Central,Indore,Outlet,Fall,L,Black,2262.39,30.2,1579.15,2025-04-02,87,5.0,True,Size Issue
FB000188,Tops,Puma,South,Hyderabad,Outlet,Winter,S,Red,1477.71,44.2,824.56,2025-04-02,457,2.1,True,
FB000189,Dresses,H&M,North,Jaipur,Flagship,Fall,XL,Green,2660.63,25.4,1984.83,2025-10-03,166,2.3,False,
FB000190,Dresses,Puma,West,Ahmedabad,Flagship,Winter,S,Black,1129.4,29.8,792.84,2025-06-26,67,3.5,True,
FB000191,Bottoms,Adidas,Central,Indore,Outlet,Fall,XS,Blue,2982.55,47.0,1580.75,2025-08-04,441,2.1,True,
FB000192,Shoes,Levis,Central,Indore,Boutique,Winter,XS,Blue,2849.65,2.6,2775.56,2025-04-08,319,2.7,False,
FB000193,Bottoms,Zara,West,Mumbai,Outlet,Fall,XS,Blue,2234.93,31.4,1533.16,2025-02-20,428,2.4,False,
FB000194,Dresses,Levis,East,Kolkata,Flagship,Fall,L,Pink,2032.68,27.6,1471.66,2025-08-28,490,3.5,False,
FB000195,Shoes,H&M,South,Bangalore,Outlet,Fall,XS,Pink,1660.76,34.6,1086.14,2025-12-03,449,4.5,False,
FB000196,Tops,Zara,South,Hyderabad,Outlet,Winter,M,Brown,2741.09,31.6,1874.91,2025-07-20,241,3.1,True,
FB000197,Accessories,Zara,North,Delhi,Outlet,Spring,XL,Grey,2238.75,31.5,1533.54,2025-08-31,152,3.8,True,Damaged
FB000198,Bottoms,Adidas,West,Ahmedabad,Outlet,Winter,S,Red,903.66,47.3,476.23,2025-04-02,257,2.0,True,Late Delivery
FB000199,Dresses,FabIndia,West,Ahmedabad,Flagship,Winter,S,Blue,2719.86,32.1,1846.78,2025-10-07,243,3.7,False,
