transaction_id,transaction_date,sku,product_category,store_id,warehouse_id,quantity_sold,unit_price,total_sales,reorder_threshold,expected_delivery_date,actual_delivery_date,delivery_status,supplier_name
TXN000071,2025-03-24,SKU0000,haircare,ST008,WH001,3,458.77,1376.31,11,2025-03-27,2025-03-29,delayed,Supplier 4
TXN000072,2025-03-25,SKU0000,haircare,ST008,WH001,9,458.77,4128.93,11,2025-03-28,2025-03-28,on_time,Supplier 4
TXN000073,2025-03-26,SKU0000,haircare,ST008,WH001,7,458.77,3211.39,11,2025-03-28,2025-03-28,on_time,Supplier 4
TXN000074,2025-03-27,SKU0000,haircare,ST008,WH001,7,458.77,3211.39,11,2025-03-31,2025-03-31,on_time,Supplier 4
TXN000075,2025-03-28,SKU0000,haircare,ST008,WH001,4,458.77,1835.08,11,2025-04-03,2025-04-03,on_time,Supplier 4
TXN000076,2025-03-29,SKU0000,haircare,ST008,WH001,10,458.77,4587.7,11,2025-04-02,2025-04-03,delayed,Supplier 4
TXN000077,2025-03-30,SKU0000,haircare,ST008,WH001,4,458.77,1835.08,11,2025-04-03,2025-04-03,on_time,Supplier 4
TXN000078,2025-04-01,SKU0000,haircare,ST008,WH001,4,458.77,1835.08,11,2025-04-06,2025-04-06,on_time,Supplier 4
TXN000079,2025-04-02,SKU0000,haircare,ST008,WH001,4,458.77,1835.08,11,2025-04-06,2025-04-06,on_time,Supplier 4
TXN000080,2025-04-03,SKU0000,haircare,ST008,WH001,10,458.77,4587.7,11,2025-04-09,2025-04-09,on_time,Supplier 4
TXN000081,2025-04-04,SKU0000,haircare,ST008,WH001,4,458.77,1835.08,11,2025-04-07,2025-04-07,on_time,Supplier 4
TXN000082,2025-04-05,SKU0000,haircare,ST008,WH001,7,458.77,3211.39,11,2025-04-08,2025-04-08,on_time,Supplier 4
TXN000083,2025-04-06,SKU0000,haircare,ST008,WH001,7,458.77,3211.39,11,2025-04-12,2025-04-12,on_time,Supplier 4
TXN000084,2025-04-07,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-04-10,2025-04-11,delayed,Supplier 4
TXN000085,2025-04-08,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-04-14,2025-04-14,on_time,Supplier 4
TXN000086,2025-04-09,SKU0000,haircare,ST008,WH001,5,458.77,2293.85,11,2025-04-15,2025-04-15,on_time,Supplier 4
TXN000087,2025-04-10,SKU0000,haircare,ST008,WH001,4,458.77,1835.08,11,2025-04-16,2025-04-18,delayed,Supplier 4
TXN000088,2025-04-14,SKU0000,haircare,ST008,WH001,2,458.77,917.54,11,2025-04-20,2025-04-20,on_time,Supplier 4
TXN000089,2025-04-15,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-04-21,2025-04-21,on_time,Supplier 4
TXN000090,2025-04-17,SKU0000,haircare,ST008,WH001,12,458.77,5505.24,11,2025-04-23,2025-04-23,on_time,Supplier 4
TXN000091,2025-04-19,SKU0000,haircare,ST008,WH001,12,458.77,5505.24,11,2025-04-21,2025-04-21,on_time,Supplier 4
TXN000092,2025-04-20,SKU0000,haircare,ST008,WH001,8,458.77,3670.16,11,2025-04-22,2025-04-22,on_time,Supplier 4
TXN000093,2025-04-21,SKU0000,haircare,ST008,WH001,4,458.77,1835.08,11,2025-04-27,2025-04-27,on_time,Supplier 4
TXN000094,2025-04-22,SKU0000,haircare,ST008,WH001,5,458.77,2293.85,11,2025-04-25,2025-04-25,on_time,Supplier 4
TXN000095,2025-04-23,SKU0000,haircare,ST008,WH001,5,458.77,2293.85,11,2025-04-25,2025-04-25,on_time,Supplier 4
TXN000096,2025-04-24,SKU0000,haircare,ST008,WH001,2,458.77,917.54,11,2025-04-30,2025-05-03,delayed,Supplier 4
TXN000097,2025-04-25,SKU0000,haircare,ST008,WH001,7,458.77,3211.39,11,2025-04-28,2025-04-30,delayed,Supplier 4
TXN000098,2025-04-26,SKU0000,haircare,ST008,WH001,14,458.77,6422.78,11,2025-04-28,2025-04-28,on_time,Supplier 4
TXN000099,2025-04-27,SKU0000,haircare,ST008,WH001,10,458.77,4587.7,11,2025-04-29,2025-04-29,on_time,Supplier 4
TXN000100,2025-04-28,SKU0000,haircare,ST008,WH001,4,458.77,1835.08,11,2025-05-01,2025-05-04,delayed,Supplier 4
TXN000101,2025-04-29,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-05-05,2025-05-05,on_time,Supplier 4
TXN000102,2025-04-30,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-05-06,2025-05-06,on_time,Supplier 4
TXN000103,2025-05-01,SKU0000,haircare,ST008,WH001,4,458.77,1835.08,11,2025-05-07,2025-05-07,on_time,Supplier 4
TXN000104,2025-05-02,SKU0000,haircare,ST008,WH001,4,458.77,1835.08,11,2025-05-05,2025-05-05,on_time,Supplier 4
TXN000105,2025-05-04,SKU0000,haircare,ST008,WH001,8,458.77,3670.16,11,2025-05-09,2025-05-09,on_time,Supplier 4
TXN000106,2025-05-05,SKU0000,haircare,ST008,WH001,9,458.77,4128.93,11,2025-05-09,2025-05-09,on_time,Supplier 4
TXN000107,2025-05-08,SKU0000,haircare,ST008,WH001,4,458.77,1835.08,11,2025-05-13,2025-05-13,on_time,Supplier 4
TXN000108,2025-05-09,SKU0000,haircare,ST008,WH001,7,458.77,3211.39,11,2025-05-13,2025-05-15,delayed,Supplier 4
TXN000109,2025-05-10,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-05-13,2025-05-13,on_time,Supplier 4
TXN000110,2025-05-11,SKU0000,haircare,ST008,WH001,10,458.77,4587.7,11,2025-05-13,2025-05-13,on_time,Supplier 4
TXN000111,2025-05-12,SKU0000,haircare,ST008,WH001,5,458.77,2293.85,11,2025-05-18,2025-05-18,on_time,Supplier 4
TXN000112,2025-05-13,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-05-15,2025-05-15,on_time,Supplier 4
TXN000113,2025-05-14,SKU0000,haircare,ST008,WH001,4,458.77,1835.08,11,2025-05-19,2025-05-19,on_time,Supplier 4
TXN000114,2025-05-15,SKU0000,haircare,ST008,WH001,7,458.77,3211.39,11,2025-05-21,2025-05-21,on_time,Supplier 4
TXN000115,2025-05-16,SKU0000,haircare,ST008,WH001,4,458.77,1835.08,11,2025-05-19,2025-05-19,on_time,Supplier 4
TXN000116,2025-05-19,SKU0000,haircare,ST008,WH001,8,458.77,3670.16,11,2025-05-22,2025-05-24,delayed,Supplier 4
TXN000117,2025-05-20,SKU0000,haircare,ST008,WH001,12,458.77,5505.24,11,2025-05-24,2025-05-24,on_time,Supplier 4
TXN000118,2025-05-22,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-05-24,2025-05-24,on_time,Supplier 4
TXN000119,2025-05-23,SKU0000,haircare,ST008,WH001,5,458.77,2293.85,11,2025-05-28,2025-05-28,on_time,Supplier 4
TXN000120,2025-05-24,SKU0000,haircare,ST008,WH001,7,458.77,3211.39,11,2025-05-28,2025-05-28,on_time,Supplier 4
TXN000121,2025-05-25,SKU0000,haircare,ST008,WH001,13,458.77,5964.01,11,2025-05-31,2025-05-31,on_time,Supplier 4
TXN000122,2025-05-26,SKU0000,haircare,ST008,WH001,8,458.77,3670.16,11,2025-05-28,2025-05-28,on_time,Supplier 4
TXN000123,2025-05-27,SKU0000,haircare,ST008,WH001,2,458.77,917.54,11,2025-06-02,2025-06-02,on_time,Supplier 4
TXN000124,2025-05-28,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-06-03,2025-06-03,on_time,Supplier 4
TXN000125,2025-05-29,SKU0000,haircare,ST008,WH001,10,458.77,4587.7,11,2025-06-03,2025-06-04,delayed,Supplier 4
TXN000126,2025-05-30,SKU0000,haircare,ST008,WH001,8,458.77,3670.16,11,2025-06-02,2025-06-02,on_time,Supplier 4
TXN000127,2025-05-31,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-06-05,2025-06-05,on_time,Supplier 4
TXN000128,2025-06-02,SKU0000,haircare,ST008,WH001,2,458.77,917.54,11,2025-06-04,2025-06-07,delayed,Supplier 4
TXN000129,2025-06-04,SKU0000,haircare,ST008,WH001,5,458.77,2293.85,11,2025-06-08,2025-06-08,on_time,Supplier 4
TXN000130,2025-06-05,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-06-09,2025-06-09,on_time,Supplier 4
TXN000131,2025-06-06,SKU0000,haircare,ST008,WH001,7,458.77,3211.39,11,2025-06-12,2025-06-12,on_time,Supplier 4
TXN000132,2025-06-07,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-06-09,2025-06-09,on_time,Supplier 4
TXN000133,2025-06-08,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-06-12,2025-06-12,on_time,Supplier 4
TXN000134,2025-06-09,SKU0000,haircare,ST008,WH001,5,458.77,2293.85,11,2025-06-12,2025-06-12,on_time,Supplier 4
TXN000135,2025-06-10,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-06-15,2025-06-15,on_time,Supplier 4
TXN000136,2025-06-11,SKU0000,haircare,ST008,WH001,2,458.77,917.54,11,2025-06-15,2025-06-15,on_time,Supplier 4
TXN000137,2025-06-12,SKU0000,haircare,ST008,WH001,3,458.77,1376.31,11,2025-06-18,2025-06-18,on_time,Supplier 4
TXN000138,2025-06-13,SKU0000,haircare,ST008,WH001,8,458.77,3670.16,11,2025-06-17,2025-06-17,on_time,Supplier 4
TXN000139,2025-06-14,SKU0000,haircare,ST008,WH001,15,458.77,6881.55,11,2025-06-19,2025-06-19,on_time,Supplier 4
TXN000140,2025-06-15,SKU0000,haircare,ST008,WH001,7,458.77,3211.39,11,2025-06-19,2025-06-19,on_time,Supplier 4
TXN000141,2025-06-16,SKU0000,haircare,ST008,WH001,8,458.77,3670.16,11,2025-06-20,2025-06-20,on_time,Supplier 4
TXN000142,2025-06-17,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-06-19,2025-06-19,on_time,Supplier 4
TXN000143,2025-06-18,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-06-22,2025-06-22,on_time,Supplier 4
TXN000144,2025-06-19,SKU0000,haircare,ST008,WH001,5,458.77,2293.85,11,2025-06-23,2025-06-23,on_time,Supplier 4
TXN000145,2025-06-21,SKU0000,haircare,ST008,WH001,8,458.77,3670.16,11,2025-06-26,2025-06-26,on_time,Supplier 4
TXN000146,2025-06-22,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-06-26,2025-06-26,on_time,Supplier 4
TXN000147,2025-06-24,SKU0000,haircare,ST008,WH001,4,458.77,1835.08,11,2025-06-30,2025-07-01,delayed,Supplier 4
TXN000148,2025-06-26,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-07-02,2025-07-02,on_time,Supplier 4
TXN000149,2025-06-27,SKU0000,haircare,ST008,WH001,5,458.77,2293.85,11,2025-07-02,2025-07-02,on_time,Supplier 4
TXN000150,2025-06-28,SKU0000,haircare,ST008,WH001,6,458.77,2752.62,11,2025-07-02,2025-07-02,on_time,Supplier 4
TXN000151,2025-06-29,SKU0000,haircare,ST008,WH001,3,458.77,1376.31,11,2025-07-03,2025-07-03,on_time,Supplier 4
TXN000152,2025-06-30,SKU0000,haircare,ST008,WH001,3,458.77,1376.31,11,2025-07-02,2025-07-02,on_time,Supplier 4
TXN000153,2025-01-01,SKU0000,haircare,ST004,WH001,8,458.77,3670.16,12,2025-01-04,2025-01-07,delayed,Supplier 4
TXN000154,2025-01-02,SKU0000,haircare,ST004,WH001,7,458.77,3211.39,12,2025-01-06,2025-01-06,on_time,Supplier 4
TXN000155,2025-01-04,SKU0000,haircare,ST004,WH001,7,458.77,3211.39,12,2025-01-10,2025-01-10,on_time,Supplier 4
TXN000156,2025-01-05,SKU0000,haircare,ST004,WH001,9,458.77,4128.93,12,2025-01-07,2025-01-08,delayed,Supplier 4
TXN000157,2025-01-07,SKU0000,haircare,ST004,WH001,5,458.77,2293.85,12,2025-01-11,2025-01-11,on_time,Supplier 4
TXN000158,2025-01-08,SKU0000,haircare,ST004,WH001,7,458.77,3211.39,12,2025-01-13,2025-01-13,on_time,Supplier 4
TXN000159,2025-01-09,SKU0000,haircare,ST004,WH001,8,458.77,3670.16,12,2025-01-13,2025-01-13,on_time,Supplier 4
TXN000160,2025-01-11,SKU0000,haircare,ST004,WH001,6,458.77,2752.62,12,2025-01-16,2025-01-16,on_time,Supplier 4
TXN000161,2025-01-12,SKU0000,haircare,ST004,WH001,5,458.77,2293.85,12,2025-01-14,2025-01-14,on_time,Supplier 4
TXN000162,2025-01-13,SKU0000,haircare,ST004,WH001,6,458.77,2752.62,12,2025-01-17,2025-01-17,on_time,Supplier 4
TXN000163,2025-01-14,SKU0000,haircare,ST004,WH001,8,458.77,3670.16,12,2025-01-18,2025-01-20,delayed,Supplier 4
TXN000164,2025-01-15,SKU0000,haircare,ST004,WH001,5,458.77,2293.85,12,2025-01-20,2025-01-20,on_time,Supplier 4
TXN000165,2025-01-16,SKU0000,haircare,ST004,WH001,5,458.77,2293.85,12,2025-01-20,2025-01-20,on_time,Supplier 4
TXN000166,2025-01-17,SKU0000,haircare,ST004,WH001,4,458.77,1835.08,12,2025-01-22,2025-01-22,on_time,Supplier 4
TXN000167,2025-01-18,SKU0000,haircare,ST004,WH001,7,458.77,3211.39,12,2025-01-20,2025-01-20,on_time,Supplier 4
TXN000168,2025-01-19,SKU0000,haircare,ST004,WH001,9,458.77,4128.93,12,2025-01-25,2025-01-25,on_time,Supplier 4
TXN000169,2025-01-20,SKU0000,haircare,ST004,WH001,6,458.77,2752.62,12,2025-01-23,2025-01-23,on_time,Supplier 4
TXN000170,2025-01-21,SKU0000,haircare,ST004,WH001,7,458.77,3211.39,12,2025-01-25,2025-01-25,on_time,Supplier 4
TXN000171,2025-01-22,SKU0000,haircare,ST004,WH001,2,458.77,917.54,12,2025-01-25,2025-01-28,delayed,Supplier 4
TXN000172,2025-01-23,SKU0000,haircare,ST004,WH001,4,458.77,1835.08,12,2025-01-29,2025-01-29,on_time,Supplier 4
TXN000173,2025-01-24,SKU0000,haircare,ST004,WH001,6,458.77,2752.62,12,2025-01-28,2025-01-28,on_time,Supplier 4
TXN000174,2025-01-25,SKU0000,haircare,ST004,WH001,9,458.77,4128.93,12,2025-01-30,2025-01-30,on_time,Supplier 4
TXN000175,2025-01-26,SKU0000,haircare,ST004,WH001,9,458.77,4128.93,12,2025-01-30,2025-01-30,on_time,Supplier 4
TXN000176,2025-01-27,SKU0000,haircare,ST004,WH001,5,458.77,2293.85,12,2025-01-30,2025-01-30,on_time,Supplier 4
TXN000177,2025-01-28,SKU0000,haircare,ST004,WH001,5,458.77,2293.85,12,2025-01-30,2025-01-30,on_time,Supplier 4
TXN000178,2025-01-29,SKU0000,haircare,ST004,WH001,3,458.77,1376.31,12,2025-01-31,2025-02-03,delayed,Supplier 4
TXN000179,2025-01-30,SKU0000,haircare,ST004,WH001,6,458.77,2752.62,12,2025-02-05,2025-02-07,delayed,Supplier 4
TXN000180,2025-01-31,SKU0000,haircare,ST004,WH001,7,458.77,3211.39,12,2025-02-02,2025-02-02,on_time,Supplier 4
TXN000181,2025-02-01,SKU0000,haircare,ST004,WH001,6,458.77,2752.62,12,2025-02-04,2025-02-07,delayed,Supplier 4
TXN000182,2025-02-02,SKU0000,haircare,ST004,WH001,8,458.77,3670.16,12,2025-02-05,2025-02-05,on_time,Supplier 4
TXN000183,2025-02-03,SKU0000,haircare,ST004,WH001,5,458.77,2293.85,12,2025-02-08,2025-02-08,on_time,Supplier 4
TXN000184,2025-02-04,SKU0000,haircare,ST004,WH001,7,458.77,3211.39,12,2025-02-08,2025-02-08,on_time,Supplier 4
TXN000185,2025-02-06,SKU0000,haircare,ST004,WH001,5,458.77,2293.85,12,2025-02-11,2025-02-11,on_time,Supplier 4
TXN000186,2025-02-07,SKU0000,haircare,ST004,WH001,8,458.77,3670.16,12,2025-02-10,2025-02-10,on_time,Supplier 4
TXN000187,2025-02-08,SKU0000,haircare,ST004,WH001,4,458.77,1835.08,12,2025-02-13,2025-02-13,on_time,Supplier 4
TXN000188,2025-02-09,SKU0000,haircare,ST004,WH001,7,458.77,3211.39,12,2025-02-13,2025-02-13,on_time,Supplier 4
TXN000189,2025-02-10,SKU0000,haircare,ST004,WH001,5,458.77,2293.85,12,2025-02-14,2025-02-14,on_time,Supplier 4
TXN000190,2025-02-11,SKU0000,haircare,ST004,WH001,9,458.77,4128.93,12,2025-02-14,2025-02-14,on_time,Supplier 4
TXN000191,2025-02-12,SKU0000,haircare,ST004,WH001,2,458.77,917.54,12,2025-02-17,2025-02-17,on_time,Supplier 4
TXN000192,2025-02-13,SKU0000,haircare,ST004,WH001,8,458.77,3670.16,12,2025-02-15,2025-02-15,on_time,Supplier 4
TXN000193,2025-02-14,SKU0000,haircare,ST004,WH001,6,458.77,2752.62,12,2025-02-20,2025-02-20,on_time,Supplier 4
TXN000194,2025-02-15,SKU0000,haircare,ST004,WH001,9,458.77,4128.93,12,2025-02-17,2025-02-17,on_time,Supplier 4
TXN000195,2025-02-16,SKU0000,haircare,ST004,WH001,8,458.77,3670.16,12,2025-02-19,2025-02-19,on_time,Supplier 4
TXN000196,2025-02-17,SKU0000,haircare,ST004,WH001,5,458.77,2293.85,12,2025-02-20,2025-02-20,on_time,Supplier 4
TXN000197,2025-02-19,SKU0000,haircare,ST004,WH001,5,458.77,2293.85,12,2025-02-25,2025-02-25,on_time,Supplier 4
TXN000198,2025-02-20,SKU0000,haircare,ST004,WH001,4,458.77,1835.08,12,2025-02-23,2025-02-23,on_time,Supplier 4
TXN000199,2025-02-21,SKU0000,haircare,ST004,WH001,7,458.77,3211.39,12,2025-02-27,2025-02-28,delayed,Supplier 4
TXN000200,2025-02-22,SKU0000,haircare,ST004,WH001,3,458.77,1376.31,12,2025-02-27,2025-02-27,on_time,Supplier 4
